customer_id,customer_name,segment,first_order_date,last_order_date,cohort_year,recency_days,lifetime_days,lifetime_years,orders_count,units_sold,aov,total_sales,total_profit,profit_margin_pct,avg_discount_pct,annualized_clv,r_score,f_score,m_score,rfm_code,rfm_segment,value_quadrant,clv_decile
EL-13735,Ed Ludwig,Home Office,2025-04-22,2026-10-14,2025,77,540,1.48,2,9,62.14,124.28,27.12,21.82,0.0,84.0,3,1,1,311,Need Attention,Low Vol / Low Profit,10
EM-13810,Eleni McCrary,Corporate,2024-06-07,2026-08-20,2024,132,804,2.2,5,23,513.4,2567.01,-133.83,-5.21,14.29,1165.37,2,2,3,223,Need Attention,High Vol / Low Profit,4
EM-13825,Elizabeth Moffitt,Corporate,2023-12-02,2026-11-05,2023,55,1069,2.93,8,57,292.45,2339.6,682.55,29.17,6.25,798.83,3,4,3,343,Loyal Customers,High Vol / High Profit,6
EM-13960,Eric Murdock,Consumer,2024-10-01,2026-08-01,2024,151,669,1.83,5,18,186.74,933.7,102.3,10.96,23.33,509.42,2,2,2,222,Lost / Hibernating,Low Vol / Low Profit,7
EM-14065,Erin Mull,Consumer,2023-07-22,2026-11-13,2023,47,1210,3.32,4,22,57.25,228.99,40.15,17.54,25.0,69.08,4,1,1,411,New Customers,Low Vol / Low Profit,10
EM-14095,Eudokia Martin,Corporate,2024-08-07,2026-09-08,2024,113,762,2.09,4,34,260.26,1041.04,240.24,23.08,10.0,498.66,2,1,2,212,Lost / Hibernating,Low Vol / High Profit,8
EM-14140,Eugene Moren,Home Office,2023-07-19,2026-11-12,2023,48,1212,3.32,6,74,764.74,4588.44,1319.37,28.75,6.67,1381.83,4,3,5,435,Potential Loyalists,High Vol / High Profit,3
EM-14200,Evan Minnotte,Home Office,2024-12-20,2026-07-25,2024,158,582,1.59,3,13,122.27,366.82,21.77,5.94,12.5,230.05,2,1,1,211,Lost / Hibernating,Low Vol / Low Profit,9
EN-13780,Edward Nazzal,Consumer,2024-05-30,2026-03-18,2024,287,657,1.8,4,27,549.84,2199.37,496.11,22.56,4.44,1221.87,1,1,3,113,Need Attention,Low Vol / High Profit,4
EP-13915,Emily Phan,Consumer,2023-07-06,2026-12-18,2023,12,1261,3.45,17,124,322.24,5478.06,144.96,2.65,19.74,1585.64,5,5,5,555,Champions,High Vol / Low Profit,3
ER-13855,Elpida Rittenbach,Corporate,2024-12-21,2025-11-04,2024,421,318,0.87,3,27,415.26,1245.79,-295.74,-23.74,20.0,1429.91,1,1,2,112,Lost / Hibernating,Low Vol / Low Profit,3
ES-14020,Erica Smith,Consumer,2023-09-20,2026-11-20,2023,40,1157,3.17,5,31,702.09,3510.46,1003.29,28.58,12.5,1107.45,4,2,4,424,Potential Loyalists,High Vol / High Profit,4
ES-14080,Erin Smith,Corporate,2023-10-02,2026-12-02,2023,28,1157,3.17,9,77,517.55,4657.92,246.67,5.3,26.0,1469.44,4,5,5,455,Champions,High Vol / High Profit,3
FA-14230,Frank Atkinson,Corporate,2023-09-19,2026-09-24,2023,97,1101,3.02,7,58,426.29,2984.05,520.52,17.44,25.88,989.26,3,3,4,334,Need Attention,High Vol / High Profit,5
FC-14245,Frank Carlisle,Home Office,2024-06-13,2026-10-21,2024,70,860,2.36,7,50,488.39,3418.74,1217.17,35.6,13.57,1450.98,3,3,4,334,Need Attention,High Vol / High Profit,3
FC-14335,Fred Chung,Corporate,2023-10-10,2026-06-29,2023,184,993,2.72,7,37,555.62,3889.37,714.29,18.37,16.0,1429.63,2,3,4,234,At Risk,High Vol / High Profit,3
FG-14260,Frank Gastineau,Home Office,2023-05-21,2026-11-26,2023,34,1285,3.52,11,70,193.16,2124.78,692.43,32.59,11.18,603.54,4,5,3,453,Loyal Customers,Low Vol / High Profit,7
FH-14275,Frank Hawley,Corporate,2023-04-06,2026-11-23,2023,37,1327,3.64,10,65,425.63,4256.27,1073.27,25.22,12.86,1170.72,4,5,4,454,Champions,High Vol / High Profit,4
FH-14350,Fred Harton,Consumer,2024-08-23,2026-06-01,2024,212,647,1.77,4,52,567.82,2271.28,706.29,31.1,10.71,1281.33,2,1,3,213,Need Attention,High Vol / High Profit,3
FH-14365,Fred Hopkins,Corporate,2023-10-20,2026-12-25,2023,5,1162,3.18,8,52,873.4,6987.2,2050.28,29.34,13.85,2194.77,5,4,5,545,Champions,High Vol / High Profit,2
FM-14215,Filia McAdams,Corporate,2023-03-11,2026-12-23,2023,7,1383,3.79,10,48,245.66,2456.64,249.68,10.16,9.33,648.35,5,5,3,553,Loyal Customers,High Vol / High Profit,7
FM-14290,Frank Merwin,Home Office,2023-08-26,2026-11-24,2023,36,1186,3.25,9,79,415.13,3736.2,198.11,5.3,18.0,1149.84,4,5,4,454,Champions,High Vol / Low Profit,4
FM-14380,Fred McMath,Consumer,2024-07-12,2026-12-09,2024,21,880,2.41,11,63,248.36,2732.0,218.01,7.98,18.33,1133.16,5,5,3,553,Loyal Customers,High Vol / Low Profit,4
FO-14305,Frank Olsen,Consumer,2023-06-09,2026-11-22,2023,38,1262,3.46,10,60,267.84,2678.44,215.6,8.05,22.0,774.67,4,5,3,453,Loyal Customers,High Vol / Low Profit,6
FP-14320,Frank Preis,Consumer,2023-12-07,2026-12-07,2023,23,1096,3.0,8,54,505.84,4046.75,406.45,10.04,13.57,1347.68,5,4,4,544,Champions,High Vol / High Profit,3
FW-14395,Fred Wasserman,Corporate,2024-03-22,2026-01-02,2024,362,651,1.78,3,9,26.58,79.75,23.49,29.46,0.0,44.71,1,1,1,111,Lost / Hibernating,Low Vol / Low Profit,10
GA-14515,George Ashbrook,Consumer,2023-05-18,2026-08-03,2023,149,1173,3.21,8,48,489.97,3919.78,840.9,21.45,6.43,1219.71,2,4,4,244,Cant Lose Them,High Vol / High Profit,4
GA-14725,Guy Armstrong,Consumer,2023-02-11,2026-12-25,2023,5,1413,3.87,11,79,127.13,1398.38,136.71,9.78,17.95,361.22,5,5,2,552,Need Attention,Low Vol / Low Profit,8
GB-14530,George Bell,Corporate,2023-04-28,2026-10-29,2023,62,1280,3.51,11,62,142.59,1568.44,7.84,0.5,17.0,447.25,3,5,2,352,Need Attention,Low Vol / Low Profit,8
GB-14575,Giulietta Baptist,Consumer,2024-06-12,2026-12-17,2024,13,918,2.52,5,63,943.26,4716.29,1135.84,24.08,3.75,1875.21,5,2,5,525,Potential Loyalists,High Vol / High Profit,2
GD-14590,Giulietta Dortch,Corporate,2023-05-05,2026-12-25,2023,5,1330,3.64,4,25,472.02,1888.07,230.94,12.23,13.33,518.15,5,1,3,513,Need Attention,Low Vol / High Profit,7
GG-14650,Greg Guthrie,Corporate,2023-10-05,2026-11-17,2023,43,1139,3.12,11,133,780.37,8584.09,1415.24,16.49,13.61,2750.83,4,5,5,455,Champions,High Vol / High Profit,1
GH-14410,Gary Hansen,Home Office,2023-07-09,2026-10-16,2023,75,1195,3.27,9,65,313.27,2819.47,-576.83,-20.46,27.06,861.18,3,5,4,354,Loyal Customers,High Vol / Low Profit,5
GH-14425,Gary Hwang,Consumer,2023-06-17,2026-11-10,2023,50,1242,3.4,4,51,1043.21,4172.85,1176.42,28.19,19.0,1226.32,4,1,4,414,Need Attention,High Vol / High Profit,4
GH-14485,Gene Hale,Corporate,2024-10-08,2025-12-08,2024,387,426,1.17,2,15,680.62,1361.24,-95.45,-7.01,46.67,1166.32,1,1,2,112,Lost / Hibernating,Low Vol / Low Profit,4
GH-14665,Greg Hansen,Consumer,2024-11-17,2026-12-28,2024,2,771,2.11,2,9,73.47,146.94,-5.81,-3.95,24.0,69.56,5,1,1,511,New Customers,Low Vol / Low Profit,10
GK-14620,Grace Kelly,Corporate,2023-06-25,2026-09-09,2023,112,1172,3.21,9,66,721.92,6497.27,1448.55,22.29,15.71,2023.47,2,5,5,255,Cant Lose Them,High Vol / High Profit,2
GM-14440,Gary McGarr,Consumer,2023-03-21,2026-10-08,2023,83,1297,3.55,7,43,511.83,3582.82,347.27,9.69,11.82,1008.27,3,3,4,334,Need Attention,High Vol / High Profit,4
GM-14455,Gary Mitchum,Home Office,2023-04-11,2026-12-14,2023,16,1343,3.68,6,54,513.1,3078.62,793.28,25.77,16.67,836.71,5,3,4,534,Potential Loyalists,High Vol / High Profit,6
GM-14500,Gene McClure,Consumer,2023-08-09,2026-09-15,2023,106,1133,3.1,10,53,125.57,1255.68,441.32,35.15,11.54,404.52,2,5,2,252,Need Attention,Low Vol / High Profit,8
GM-14680,Greg Matthias,Consumer,2023-05-10,2026-07-31,2023,152,1178,3.23,6,31,527.27,3163.63,35.49,1.12,14.55,980.24,2,3,4,234,At Risk,High Vol / Low Profit,5
GM-14695,Greg Maxwell,Corporate,2023-04-05,2026-09-04,2023,117,1248,3.42,3,44,2016.66,6049.97,188.72,3.12,5.45,1769.42,2,1,5,215,Need Attention,High Vol / Low Profit,2
GP-14740,Guy Phonely,Corporate,2023-04-06,2024-11-26,2023,764,600,1.64,2,21,118.26,236.53,31.84,13.46,14.0,143.89,1,1,1,111,Lost / Hibernating,Low Vol / Low Profit,10
GR-14560,Georgia Rosenberg,Corporate,2023-11-19,2023-11-21,2023,1135,2,0.01,2,23,642.19,1284.38,359.83,28.02,0.0,1284.38,1,1,2,112,Lost / Hibernating,Low Vol / High Profit,3
GT-14635,Grant Thornton,Corporate,2023-06-06,2026-11-04,2023,56,1247,3.42,3,26,3117.07,9351.21,-4108.66,-43.94,25.0,2737.12,3,1,5,315,Need Attention,High Vol / Low Profit,1
GT-14710,Greg Tran,Consumer,2023-05-23,2026-11-24,2023,36,1281,3.51,11,106,1074.56,11820.12,2163.43,18.3,10.0,3367.95,4,5,5,455,Champions,High Vol / High Profit,1
GT-14755,Guy Thornton,Consumer,2024-02-18,2026-11-26,2024,34,1012,2.77,4,23,56.61,226.44,-6.14,-2.71,20.0,81.67,4,1,1,411,New Customers,Low Vol / Low Profit,10
GW-14605,Giulietta Weimer,Consumer,2023-03-01,2026-12-02,2023,28,1372,3.76,7,43,312.72,2189.02,-268.54,-12.27,15.56,582.36,4,3,3,433,Potential Loyalists,Low Vol / Low Profit,7
GZ-14470,Gary Zandusky,Consumer,2023-08-05,2026-12-23,2023,7,1236,3.39,9,48,483.91,4355.15,1087.75,24.98,7.86,1286.11,5,5,5,555,Champions,High Vol / High Profit,3
GZ-14545,George Zrebassa,Corporate,2023-09-28,2026-07-26,2023,157,1032,2.83,8,38,316.14,2529.11,860.69,34.03,4.44,894.5,2,4,3,243,At Risk,High Vol / High Profit,5
HA-14905,Helen Abelman,Consumer,2023-06-30,2026-10-22,2023,69,1210,3.32,7,45,309.04,2163.3,270.86,12.52,23.0,652.57,3,3,3,333,Need Attention,Low Vol / High Profit,7
HA-14920,Helen Andreada,Consumer,2023-10-11,2026-12-10,2023,20,1156,3.17,8,72,323.02,2584.16,99.14,3.84,20.0,815.93,5,4,3,543,Loyal Customers,High Vol / Low Profit,6
HD-14785,Harold Dahlen,Home Office,2023-05-11,2024-11-22,2023,768,561,1.54,3,31,83.79,251.36,-135.88,-54.06,30.0,163.54,1,1,1,111,Lost / Hibernating,Low Vol / Low Profit,10
HE-14800,Harold Engle,Corporate,2025-01-30,2026-12-18,2025,12,687,1.88,4,44,220.88,883.53,274.4,31.06,1.82,469.42,5,1,1,511,New Customers,Low Vol / High Profit,8
HF-14995,Herbert Flentye,Consumer,2023-05-26,2026-12-09,2023,21,1293,3.54,7,70,361.88,2533.16,-13.88,-0.55,13.16,715.08,5,3,3,533,Potential Loyalists,High Vol / Low Profit,6
HG-14845,Harry Greene,Consumer,2023-04-29,2026-11-06,2023,54,1287,3.53,5,31,157.13,785.63,147.0,18.71,19.0,222.81,3,2,1,321,Need Attention,Low Vol / Low Profit,9
HG-14965,Henry Goldwyn,Corporate,2023-09-20,2026-12-07,2023,23,1174,3.22,12,68,270.64,3247.64,-2797.96,-86.15,17.06,1009.7,5,5,4,554,Champions,High Vol / Low Profit,4
HG-15025,Hunter Glantz,Consumer,2023-10-14,2026-12-24,2023,6,1167,3.2,7,38,527.18,3690.28,804.61,21.8,17.27,1154.2,5,3,4,534,Potential Loyalists,High Vol / High Profit,4
HH-15010,Hilary Holden,Corporate,2023-08-29,2026-10-19,2023,72,1147,3.14,2,20,109.33,218.67,86.73,39.66,3.33,69.58,3,1,1,311,Need Attention,Low Vol / Low Profit,10
HJ-14875,Heather Jas,Home Office,2024-04-13,2026-08-26,2024,126,865,2.37,5,21,71.62,358.1,98.65,27.55,10.0,151.11,2,2,1,221,Lost / Hibernating,Low Vol / Low Profit,10
HK-14890,Heather Kirkland,Corporate,2023-06-10,2026-08-01,2023,151,1148,3.15,8,64,609.72,4877.78,956.95,19.62,21.33,1550.86,2,4,5,245,Cant Lose Them,High Vol / High Profit,3
HL-15040,Hunter Lopez,Consumer,2023-01-20,2026-11-17,2023,43,1397,3.83,6,50,2145.55,12873.3,5622.43,43.68,1.82,3363.46,4,3,5,435,Potential Loyalists,High Vol / High Profit,1
HM-14860,Harry Marie,Corporate,2023-07-21,2026-12-28,2023,2,1256,3.44,10,76,823.68,8236.76,2437.98,29.6,23.1,2393.65,5,5,5,555,Champions,High Vol / High Profit,1
HM-14980,Henry MacAllister,Consumer,2024-10-02,2026-04-27,2024,247,572,1.57,4,29,184.07,736.28,117.28,15.93,17.14,469.83,1,1,1,111,Lost / Hibernating,Low Vol / Low Profit,8
HO-15230,Harry Olson,Consumer,2023-12-30,2026-12-30,2023,0,1096,3.0,2,6,3.02,6.05,-1.21,-20.0,20.0,2.01,5,1,1,511,New Customers,Low Vol / Low Profit,10
HO-15231,Harry Olson,Consumer,2025-06-12,2026-03-16,2025,289,277,0.76,2,4,310.12,620.24,161.26,26.0,0.0,817.28,1,1,1,111,Lost / Hibernating,Low Vol / Low Profit,6
HO-15232,Harry Olson,Consumer,2025-06-12,2026-03-16,2025,289,277,0.76,2,12,70.46,140.93,45.8,32.5,20.0,185.7,1,1,1,111,Lost / Hibernating,Low Vol / Low Profit,10
HO-15233,Harry Olson,Consumer,2025-06-12,2026-03-16,2025,289,277,0.76,2,10,19.68,39.36,13.78,35.0,20.0,51.86,1,1,1,111,Lost / Hibernating,Low Vol / Low Profit,10
HO-15234,Harry Olson,Consumer,2025-06-12,2026-03-16,2025,289,277,0.76,2,6,140.67,281.34,109.72,39.0,0.0,370.72,1,1,1,111,Lost / Hibernating,Low Vol / Low Profit,8
HP-14815,Harold Pawlan,Home Office,2023-05-06,2026-11-30,2023,30,1304,3.57,7,44,284.33,1990.31,373.86,18.78,30.0,557.1,4,3,3,433,Potential Loyalists,Low Vol / High Profit,7
HR-14770,Hallie Redmond,Home Office,2023-03-01,2026-12-17,2023,13,1387,3.8,5,38,259.86,1299.29,185.58,14.28,4.62,341.92,5,2,2,522,New Customers,Low Vol / Low Profit,9
HR-14830,Harold Ryan,Corporate,2023-11-24,2026-07-24,2023,159,973,2.67,7,51,749.83,5248.79,1196.95,22.8,10.0,1968.97,2,3,5,235,At Risk,High Vol / High Profit,2
HW-14935,Helen Wasserman,Corporate,2024-09-27,2026-09-04,2024,117,707,1.94,8,85,1162.53,9300.25,2164.16,23.27,4.5,4801.4,2,4,5,245,Cant Lose Them,High Vol / High Profit,1
HZ-14950,Henia Zydlo,Consumer,2025-03-14,2026-11-25,2025,35,621,1.7,5,21,177.3,886.52,-130.39,-14.71,20.0,521.06,4,2,1,421,New Customers,Low Vol / Low Profit,7
IG-15085,Ivan Gibson,Consumer,2023-10-18,2026-10-20,2023,71,1098,3.01,4,19,186.14,744.57,320.5,43.04,2.86,247.51,3,1,1,311,Need Attention,Low Vol / High Profit,9
IL-15100,Ivan Liston,Consumer,2023-08-01,2026-08-10,2023,142,1105,3.03,7,60,720.11,5040.74,1121.94,22.26,7.14,1665.04,2,4,5,245,Cant Lose Them,High Vol / High Profit,2
IM-15055,Ionia McGrath,Consumer,2023-01-23,2025-11-16,2023,409,1028,2.82,3,19,957.54,2872.63,975.77,33.97,10.0,1019.95,1,1,4,114,Need Attention,High Vol / High Profit,4
IM-15070,Irene Maddox,Consumer,2023-12-19,2025-12-05,2023,390,717,1.96,7,93,704.35,4930.47,514.65,10.44,16.67,2509.93,1,4,5,145,Cant Lose Them,High Vol / High Profit,1
JA-15970,Joseph Airdo,Consumer,2023-09-17,2026-09-29,2023,92,1108,3.04,8,87,811.38,6491.03,-819.42,-12.62,21.25,2138.29,3,4,5,345,Loyal Customers,High Vol / Low Profit,2
JB-15400,Jennifer Braxton,Corporate,2023-08-19,2026-12-23,2023,7,1222,3.35,12,49,152.54,1830.48,174.71,9.54,18.33,546.75,5,5,3,553,Loyal Customers,Low Vol / Low Profit,7
JB-15925,Joni Blumstein,Consumer,2023-12-05,2024-12-24,2023,736,385,1.05,3,32,300.18,900.55,-286.98,-31.87,30.0,853.77,1,1,1,111,Lost / Hibernating,Low Vol / Low Profit,5
JB-16000,Joy Bell-,Consumer,2025-01-10,2026-11-17,2025,43,676,1.85,7,32,92.02,644.12,126.76,19.68,7.43,347.79,4,4,1,441,Need Attention,Low Vol / Low Profit,9
JB-16045,Julia Barnett,Home Office,2024-05-03,2026-12-23,2024,7,964,2.64,5,32,503.62,2518.12,201.52,8.0,18.89,953.44,5,2,3,523,Potential Loyalists,High Vol / Low Profit,5
JC-15340,Jasper Cacioppo,Consumer,2023-01-28,2026-09-07,2023,114,1318,3.61,4,12,17.82,71.26,-0.36,-0.5,22.5,19.74,2,1,1,211,Lost / Hibernating,Low Vol / Low Profit,10
JC-15385,Jenna Caffey,Consumer,2026-07-08,2026-07-08,2026,175,0,0.0,1,14,1058.11,1058.11,502.92,47.53,5.0,1058.11,2,1,2,212,Lost / Hibernating,Low Vol / High Profit,4
JC-15775,John Castell,Consumer,2023-09-14,2026-07-25,2023,158,1045,2.86,9,64,308.01,2772.06,279.57,10.09,12.19,968.23,2,5,4,254,Cant Lose Them,High Vol / High Profit,5
JC-16105,Julie Creighton,Corporate,2023-11-18,2026-11-03,2023,57,1081,2.96,5,43,171.72,858.58,201.6,23.48,4.44,289.9,3,2,1,321,Need Attention,Low Vol / Low Profit,9
JD-15790,John Dryer,Consumer,2024-04-02,2026-09-04,2024,117,885,2.42,5,26,430.47,2152.35,-266.55,-12.38,17.14,887.69,2,2,3,223,Need Attention,Low Vol / Low Profit,5
JD-15895,Jonathan Doherty,Corporate,2023-03-26,2025-12-01,2023,394,981,2.69,11,150,691.9,7610.86,1050.27,13.8,7.5,2831.77,1,5,5,155,Cant Lose Them,High Vol / High Profit,1
JD-16015,Joy Daniels,Consumer,2023-10-04,2026-09-09,2023,112,1071,2.93,6,39,64.24,385.43,26.76,6.94,30.91,131.36,2,3,1,231,Need Attention,Low Vol / Low Profit,10
JD-16060,Julia Dunbar,Consumer,2023-09-24,2026-03-05,2023,300,893,2.45,3,17,231.81,695.44,111.11,15.98,5.0,284.25,1,1,1,111,Lost / Hibernating,Low Vol / Low Profit,9
JD-16150,Justin Deggeller,Corporate,2023-11-16,2026-11-19,2023,41,1099,3.01,8,60,1103.5,8828.03,1619.52,18.35,5.59,2931.97,4,4,5,445,Champions,High Vol / High Profit,1
JE-15475,Jeremy Ellison,Consumer,2024-03-16,2026-06-20,2024,193,826,2.26,6,49,231.45,1388.68,276.22,19.89,18.46,613.64,2,3,2,232,Need Attention,Low Vol / High Profit,7
JE-15610,Jim Epp,Corporate,2023-10-14,2026-11-12,2023,48,1125,3.08,7,74,1107.85,7754.98,1623.4,20.93,16.0,2516.06,4,4,5,445,Champions,High Vol / High Profit,1
JE-15715,Joe Elijah,Consumer,2023-08-25,2026-11-14,2023,46,1177,3.22,12,129,871.79,10461.46,1443.18,13.8,32.33,3244.21,4,5,5,455,Champions,High Vol / High Profit,1
JE-15745,Joel Eaton,Consumer,2023-06-22,2026-11-09,2023,51,1236,3.39,13,90,520.06,6760.82,221.8,3.28,14.57,1996.52,4,5,5,455,Champions,High Vol / Low Profit,2
JE-16165,Justin Ellison,Corporate,2025-12-05,2026-12-10,2025,20,370,1.01,3,34,899.08,2697.25,789.65,29.28,2.86,2660.8,5,1,3,513,Need Attention,High Vol / High Profit,1
JF-15190,Jamie Frazer,Consumer,2023-11-15,2026-10-26,2023,65,1076,2.95,7,72,325.66,2279.59,575.13,25.23,12.11,773.28,3,4,3,343,Loyal Customers,High Vol / High Profit,6
JF-15295,Jason Fortune-,Consumer,2023-03-14,2026-05-19,2023,225,1162,3.18,5,42,191.02,955.12,97.29,10.19,11.43,300.02,2,2,2,222,Lost / Hibernating,Low Vol / Low Profit,9
JF-15355,Jay Fein,Consumer,2024-10-23,2026-09-16,2024,105,693,1.9,6,58,318.64,1911.84,330.2,17.27,7.5,1006.96,2,3,3,233,At Risk,Low Vol / High Profit,5
JF-15415,Jennifer Ferguson,Consumer,2023-06-17,2026-12-28,2023,2,1290,3.53,6,69,395.24,2371.45,635.64,26.8,7.14,670.99,5,3,3,533,Potential Loyalists,High Vol / High Profit,6
JF-15490,Jeremy Farry,Consumer,2023-10-19,2026-08-31,2023,121,1047,2.87,11,36,98.45,1082.92,-18.07,-1.67,14.67,377.52,2,5,2,252,Need Attention,Low Vol / Low Profit,8
JF-15565,Jill Fjeld,Consumer,2023-10-11,2026-11-06,2023,54,1122,3.07,8,67,524.79,4198.33,1073.21,25.56,17.5,1365.77,3,4,4,344,Loyal Customers,High Vol / High Profit,3
JG-15115,Jack Garza,Consumer,2023-09-21,2024-12-03,2023,757,439,1.2,3,20,786.23,2358.68,684.19,29.01,24.29,1961.09,1,1,3,113,Need Attention,High Vol / High Profit,2
JG-15160,James Galang,Consumer,2023-05-30,2026-12-29,2023,1,1309,3.59,11,70,578.76,6366.39,1415.67,22.24,11.11,1775.2,5,5,5,555,Champions,High Vol / High Profit,2
JG-15310,Jason Gross,Corporate,2025-03-03,2026-12-28,2025,2,665,1.82,6,46,373.43,2240.58,3.8,0.17,25.45,1229.79,5,3,3,533,Potential Loyalists,Low Vol / Low Profit,4
JG-15805,John Grady,Corporate,2023-04-05,2026-05-21,2023,223,1142,3.13,6,46,251.17,1507.02,206.1,13.68,6.67,481.67,2,3,2,232,Need Attention,Low Vol / Low Profit,8
JH-15430,Jennifer Halladay,Consumer,2023-02-24,2026-12-25,2023,5,1400,3.84,4,29,77.32,309.28,-24.08,-7.78,31.43,80.63,5,1,1,511,New Customers,Low Vol / Low Profit,10
JH-15820,John Huston,Consumer,2023-05-19,2026-07-09,2023,174,1147,3.14,6,29,88.15,528.91,26.08,4.93,15.0,168.31,2,3,1,231,Need Attention,Low Vol / Low Profit,10
JH-15910,Jonathan Howell,Consumer,2024-06-12,2026-11-19,2024,41,890,2.44,7,35,137.07,959.48,-13.55,-1.41,14.44,393.49,4,4,2,442,Need Attention,Low Vol / Low Profit,8
JH-15985,Joseph Holt,Consumer,2023-08-09,2026-12-01,2023,29,1210,3.32,6,64,1325.83,7955.0,-644.7,-8.1,8.57,2399.65,4,3,5,435,Potential Loyalists,High Vol / Low Profit,1
JH-16180,Justin Hirsh,Consumer,2024-05-25,2025-11-21,2024,404,545,1.49,4,28,564.1,2256.39,-96.95,-4.3,22.0,1511.16,1,1,3,113,Need Attention,High Vol / Low Profit,3
JJ-15445,Jennifer Jackson,Consumer,2024-03-05,2025-09-03,2024,483,547,1.5,5,25,141.84,709.18,200.56,28.28,6.67,473.22,1,2,1,121,Lost / Hibernating,Low Vol / Low Profit,8
JJ-15760,Joel Jenkins,Home Office,2024-10-05,2024-12-08,2024,752,64,0.18,2,11,97.5,195.0,34.45,17.67,6.67,1112.11,1,1,1,111,Lost / Hibernating,Low Vol / Low Profit,4
JK-15205,Jamie Kunitz,Consumer,2023-07-11,2026-10-30,2023,61,1207,3.31,5,67,885.43,4427.14,1219.98,27.56,13.08,1338.78,3,2,5,325,Need Attention,High Vol / High Profit,3
JK-15325,Jason Klamczynski,Corporate,2023-11-21,2026-03-18,2023,287,848,2.32,3,15,127.94,383.81,55.33,14.42,10.0,165.2,1,1,1,111,Lost / Hibernating,Low Vol / Low Profit,10
JK-15370,Jay Kimmel,Consumer,2023-04-11,2026-11-16,2023,44,1315,3.6,8,72,338.7,2709.63,330.28,12.19,12.35,752.1,4,4,3,443,Loyal Customers,High Vol / High Profit,6
JK-15625,Jim Karlsson,Consumer,2023-05-31,2026-10-30,2023,61,1248,3.42,7,44,537.15,3760.03,750.95,19.97,11.67,1099.69,3,4,4,344,Loyal Customers,High Vol / High Profit,4
JK-15640,Jim Kriz,Home Office,2023-09-19,2026-07-03,2023,180,1018,2.79,9,41,528.94,4760.43,1172.53,24.63,10.0,1706.84,2,5,5,255,Cant Lose Them,High Vol / High Profit,2
JK-15730,Joe Kamberova,Consumer,2023-11-18,2026-10-07,2023,84,1054,2.89,10,88,486.72,4867.2,55.05,1.13,33.25,1685.51,3,5,5,355,Loyal Customers,High Vol / Low Profit,2
JK-16090,Juliana Krohn,Consumer,2024-04-21,2026-12-02,2024,28,955,2.62,3,43,1249.22,3747.67,586.66,15.65,20.0,1432.35,4,1,4,414,Need Attention,High Vol / High Profit,3
JK-16120,Julie Kriz,Home Office,2023-11-02,2026-09-04,2023,117,1037,2.84,10,49,293.25,2932.48,122.66,4.18,20.59,1032.17,2,5,4,254,Cant Lose Them,High Vol / Low Profit,4
JL-15130,Jack Lebron,Consumer,2023-07-18,2026-12-22,2023,8,1253,3.43,6,42,202.49,1214.96,-207.8,-17.1,26.67,353.92,5,3,2,532,Need Attention,Low Vol / Low Profit,9
JL-15175,James Lanier,Home Office,2023-12-31,2026-12-24,2023,6,1089,2.98,5,29,314.3,1571.52,209.28,13.32,21.43,526.73,5,2,2,522,New Customers,Low Vol / Low Profit,7
JL-15235,Janet Lee,Consumer,2023-05-25,2026-09-02,2023,119,1196,3.28,5,39,440.74,2203.7,54.52,2.47,22.0,672.53,2,2,3,223,Need Attention,Low Vol / Low Profit,6
JL-15505,Jeremy Lonsdale,Consumer,2023-11-14,2026-11-11,2023,49,1093,2.99,6,56,528.98,3173.87,591.72,18.64,7.06,1059.89,4,3,4,434,Potential Loyalists,High Vol / High Profit,4
JL-15835,John Lee,Consumer,2023-04-18,2026-12-09,2023,21,1331,3.65,11,143,890.9,9799.92,228.91,2.34,8.82,2687.43,5,5,5,555,Champions,High Vol / High Profit,1
JL-15850,John Lucas,Consumer,2023-07-22,2025-04-25,2023,614,643,1.76,6,38,454.21,2725.26,779.9,28.62,23.64,1547.0,1,3,3,133,At Risk,High Vol / High Profit,3
JM-15250,Janet Martin,Consumer,2025-03-29,2026-11-23,2025,37,604,1.65,6,91,526.52,3159.12,19.82,0.63,28.95,1909.07,4,3,4,434,Potential Loyalists,High Vol / Low Profit,2
JM-15265,Janet Molinari,Corporate,2023-08-25,2026-11-23,2023,37,1186,3.25,5,52,360.83,1804.15,502.61,27.86,13.85,555.24,4,2,3,423,Potential Loyalists,Low Vol / High Profit,7
JM-15535,Jessica Myrick,Consumer,2023-09-13,2026-09-19,2023,102,1102,3.02,9,54,230.01,2070.06,394.63,19.06,10.83,685.64,2,5,3,253,At Risk,Low Vol / High Profit,6
JM-15580,Jill Matthias,Consumer,2025-04-14,2026-12-30,2025,0,625,1.71,5,26,60.79,303.95,113.12,37.22,11.43,177.51,5,2,1,521,New Customers,Low Vol / Low Profit,10
JM-15655,Jim Mitchum,Corporate,2023-04-08,2026-12-22,2023,8,1354,3.71,5,41,172.99,864.95,117.2,13.55,15.83,233.17,5,2,1,521,New Customers,Low Vol / Low Profit,9
JM-15865,John Murray,Consumer,2023-11-19,2026-09-12,2023,109,1028,2.82,7,50,1089.3,7625.08,1574.62,20.65,18.46,2707.35,2,4,5,245,Cant Lose Them,High Vol / High Profit,1
